DOI,Author Position,Author Name,Initials,Conceived and designed the experiments,Performed the experiments,Analyzed the data,Contributed reagents/materials/analysis tools,Wrote the paper
10.1371/journal.pone.0020946,1,Olga Pantos,OP,1,1,1,1,1
10.1371/journal.pone.0020946,2,Ove Hoegh-Guldberg,OH-G,0,0,0,1,0
10.1371/journal.pone.0029670,,,XWL,1,1,1,0,1
10.1371/journal.pone.0029670,2,Hong Cai,HC,1,0,0,1,0
10.1371/journal.pone.0029670,,,YQS,1,0,0,1,0
10.1371/journal.pone.0029670,,,YNW,1,0,0,1,0
10.1371/journal.pone.0029670,,,ZWL,0,0,1,0,0
10.1371/journal.pone.0029670,3,Hua Huang,HH,0,0,1,0,0
10.1371/journal.pone.0055085,6,Nalini Ramarao,NR,1,0,1,0,1
10.1371/journal.pone.0055085,4,Didier Rognan,DR,1,1,0,1,0
10.1371/journal.pone.0055085,5,Didier Lereclus,DL,1,0,1,1,0
10.1371/journal.pone.0055085,,,ST,0,1,0,0,0
10.1371/journal.pone.0055085,1,Elisabeth Guillemet,EG,0,1,0,0,0
10.1371/journal.pone.0055085,3,Céline Cadot,CC,0,1,0,0,0
10.1371/journal.pone.0066610,1,Hugo J Kuijf,HJK,1,1,1,1,1
10.1371/journal.pone.0066610,6,Max A Viergever,MAV,1,0,0,1,0
10.1371/journal.pone.0066610,7,Geert Jan Biessels,GJB,1,0,1,1,1
10.1371/journal.pone.0066610,8,Koen L Vincken,KLV,1,0,1,1,1
10.1371/journal.pone.0066610,2,Manon Brundel,MB,0,1,1,0,1
10.1371/journal.pone.0066610,,,JdB,0,1,0,0,1
10.1371/journal.pone.0066610,4,Susanne J van Veluw,SJV,0,1,1,0,0
10.1371/journal.pone.0066610,5,Sophie M Heringa,SMH,0,1,0,0,1
10.1371/journal.pone.0052369,,,SS,1,1,1,1,1
10.1371/journal.pone.0052369,,,JB,0,1,1,0,1
10.1371/journal.pone.0006668,1,William Jeffrey Mason,WJM,1,1,1,1,1
10.1371/journal.pone.0006668,2,Eric Patrick Skaar,EPS,1,1,1,1,1
10.1371/journal.pone.0018166,7,Naeem A Ali,NAA,1,0,1,0,1
10.1371/journal.pone.0018166,5,Madhuri M Sopirala,MMS,1,0,1,0,1
10.1371/journal.pone.0018166,4,Matthew C Exline,MCE,1,0,1,0,1
10.1371/journal.pone.0018166,1,Brent P Riscili,BPR,1,1,0,0,1
10.1371/journal.pone.0018166,3,Hallie C Prescott,HCP,0,1,0,0,1
10.1371/journal.pone.0018166,2,Tyler B Anderson,TBA,0,1,0,0,1
10.1371/journal.pone.0018166,6,Gary S Phillips,GSP,0,0,1,0,1
10.1371/journal.pone.0052368,1,Emily J H Chen,EJHC,1,1,1,0,1
10.1371/journal.pone.0052368,2,Meredith H Shaffer,MHS,1,1,1,0,0
10.1371/journal.pone.0052368,4,Yanping Huang,YH,1,0,0,0,0
10.1371/journal.pone.0052368,5,Janis K Burkhardt,JKB,1,0,1,0,1
10.1371/journal.pone.0052368,3,Edward K Williamson,EKW,0,1,0,0,0
10.1371/journal.pone.0052384,12,Qiuping Zhang,QZ,1,0,1,0,1
10.1371/journal.pone.0052384,11,Dean G Tang,DGT,1,0,1,0,1
10.1371/journal.pone.0052384,1,Li Zhang,LZ,0,1,1,0,1
10.1371/journal.pone.0052384,2,Ruijing Xiao,RX,0,1,1,0,1
10.1371/journal.pone.0052384,3,Jie Xiong,JX,0,0,1,1,0
10.1371/journal.pone.0052384,4,Jun Leng,JL,0,0,1,0,0
10.1371/journal.pone.0052384,5,Altaf Ehtisham,AE,0,0,1,1,0
10.1371/journal.pone.0052384,6,Yi Hu,YH,0,0,1,1,0
10.1371/journal.pone.0052384,7,Qianshan Ding,QD,0,0,1,1,0
10.1371/journal.pone.0052384,8,Hui Xu,HX,0,0,1,1,0
10.1371/journal.pone.0052384,9,Shengwu Liu,SL,0,0,1,1,0
10.1371/journal.pone.0052384,10,Jin Wang,JW,0,0,1,1,0
10.1371/journal.pone.0023946,1,Matthias Stoll,MS,1,1,1,1,1
10.1371/journal.pone.0023946,2,Christian Kollan,CK,1,1,1,0,1
10.1371/journal.pone.0023946,7,Kirsten Hoeper,KH,1,0,1,0,0
10.1371/journal.pone.0023946,14,Osamah Hamouda,OH,1,0,0,0,0
10.1371/journal.pone.0023946,15,Barbara Bartmeyer,BB,0,0,1,0,1
10.1371/journal.pone.0023946,3,Frank Bergmann,FB,0,0,0,1,0
10.1371/journal.pone.0023946,4,Johannes Bogner,JB,0,0,0,1,0
10.1371/journal.pone.0023946,5,Gerd Faetkenheuer,GF,0,0,0,1,0
10.1371/journal.pone.0023946,6,Carlos Fritzsche,CF,0,0,0,1,0
10.1371/journal.pone.0023946,8,Heinz-August Horst,H-AH,0,0,0,1,0
10.1371/journal.pone.0023946,,,JvL,0,0,0,1,0
10.1371/journal.pone.0023946,10,Andreas Plettenberg,AP,0,0,0,1,0
10.1371/journal.pone.0023946,11,Stefan Reuter,SR,0,0,0,1,0
10.1371/journal.pone.0023946,12,Jürgen Rockstroh,JR,0,0,0,1,0
10.1371/journal.pone.0023946,13,Hans-Jürgen Stellbrink,H-JS,0,0,0,1,0
10.1371/journal.pone.0043710,4,Daniel Petit,DP,1,0,0,0,1
10.1371/journal.pone.0043710,1,Olivier Monestier,OM,1,1,1,0,0
10.1371/journal.pone.0043710,2,Caroline Brun,CB,0,1,0,0,0
10.1371/journal.pone.0043710,3,Olivier Cocquempot,OC,0,1,0,0,0
10.1371/journal.pone.0043710,5,Véronique Blanquet,VB,0,0,0,0,1
10.1371/journal.pone.0035295,2,Ivana Kim,IK,1,1,1,1,1
10.1371/journal.pone.0035295,,,CJN,1,1,1,0,0
10.1371/journal.pone.0035295,10,Hensin Tsao,HT,1,1,1,1,1
10.1371/journal.pone.0035295,3,Adriano Piris,AP,1,1,1,0,1
10.1371/journal.pone.0035295,,,LD,1,1,1,0,1
10.1371/journal.pone.0035295,5,Michael Taylor,MT,0,1,0,0,0
10.1371/journal.pone.0035295,4,Michele Gabree,MG,0,0,1,0,0
10.1371/journal.pone.0035295,8,Evangelos Gragoudas,EG,0,0,0,1,0
10.1371/journal.pone.0035295,,,AL,0,0,0,1,0
10.1371/journal.pone.0035295,,,MD,0,0,0,1,0
10.1371/journal.pone.0052378,4,Wolfgang Eisenreich,WE,1,0,1,0,1
10.1371/journal.pone.0052378,5,Werner Goebel,WG,1,0,1,0,1
10.1371/journal.pone.0052378,1,Nadine Gillmaier,NG,0,1,1,0,0
10.1371/journal.pone.0052378,2,Andreas Götz,AG,0,1,1,0,0
10.1371/journal.pone.0052378,3,Anette Schulz,AS,0,1,0,1,0
10.1371/journal.pone.0009547,,,SKN,1,0,1,0,1
10.1371/journal.pone.0009547,,,WSL,1,0,1,0,1
10.1371/journal.pone.0009547,15,Hong Xue,HX,1,0,0,0,1
10.1371/journal.pone.0009547,3,Frank W Pun,FWP,0,1,0,0,0
10.1371/journal.pone.0009547,4,Cunyou Zhao,CZ,0,1,0,0,0
10.1371/journal.pone.0009547,5,Zhiliang Yu,ZY,0,1,0,0,0
10.1371/journal.pone.0009547,6,Jianhuan Chen,JC,0,1,0,0,0
10.1371/journal.pone.0009547,,,KLT,0,1,0,0,0
10.1371/journal.pone.0009547,8,Zhiwen Xu,ZX,0,1,0,0,0
10.1371/journal.pone.0009547,,,SYT,0,1,0,0,0
10.1371/journal.pone.0009547,10,Qiang Yang,QY,0,0,1,0,0
10.1371/journal.pone.0009547,11,Weichuan Yu,WY,0,0,1,0,0
10.1371/journal.pone.0009547,12,Vishwajit Nimgaonkar,VN,0,0,0,1,0
10.1371/journal.pone.0009547,13,Gerald Stöber,GS,0,0,0,1,0
10.1371/journal.pone.0009547,14,Mutsuo Harano,MH,0,0,0,1,0
10.1371/journal.pone.0040992,1,Emilie Grenier,EG,1,1,1,0,0
10.1371/journal.pone.0040992,2,Carole Garofalo,CG,1,1,0,1,0
10.1371/journal.pone.0040992,3,Edgard Delvin,ED,1,0,1,0,0
10.1371/journal.pone.0040992,4,Emile Levy,EL,1,0,1,0,1
10.1371/journal.pone.0040985,10,Peter Geldhof,PG,1,0,0,0,1
10.1371/journal.pone.0040985,5,Thomas Geurden,TG,1,0,0,0,0
10.1371/journal.pone.0040985,1,Leentje Dreesen,LD,1,1,1,0,1
10.1371/journal.pone.0040985,9,Edwin Claerebout,EC,1,0,0,0,1
10.1371/journal.pone.0040985,8,Jozef Vercruysse,JV,1,0,0,0,1
10.1371/journal.pone.0040985,7,Bruno Goddeeris,BG,1,0,0,0,1
10.1371/journal.pone.0040985,2,Manuela Rinaldi,MR,0,1,1,0,0
10.1371/journal.pone.0040985,3,Koen Chiers,KC,0,1,1,0,0
10.1371/journal.pone.0040985,4,Robert Li,RL,0,1,1,0,0
10.1371/journal.pone.0040985,,,WVDB,0,1,1,0,0
10.1371/journal.pntd.0000334,1,Malcolm K Jones,MKJ,1,1,1,1,1
10.1371/journal.pntd.0000334,2,Sze How Bong,SHB,1,1,1,1,0
10.1371/journal.pntd.0000334,3,Kathryn M Green,KMG,0,1,1,1,1
10.1371/journal.pntd.0000334,4,Philadelphia Holmes,PH,0,1,0,0,0
10.1371/journal.pntd.0000334,5,Mary Duke,MD,0,1,0,0,0
10.1371/journal.pntd.0000334,6,Alex Loukas,AL,0,0,0,0,1
10.1371/journal.pntd.0000334,,,DPM,0,0,0,0,1
10.1371/journal.pone.0043680,,,PKC,1,0,1,0,1
10.1371/journal.pone.0043680,,,LSR,1,0,0,1,1
10.1371/journal.pone.0043680,,,KTL,0,0,0,1,1
10.1371/journal.pone.0043680,,,YLY,0,0,0,1,0
10.1371/journal.pone.0043680,,,YLL,0,0,0,0,1
10.1371/journal.pone.0043680,,,Protocols,0,1,0,0,0
10.1371/journal.pone.0043680,,,of,0,1,0,0,0
10.1371/journal.pone.0043680,,,drug,0,1,0,0,0
10.1371/journal.pone.0043680,,,treatments,0,1,0,0,0
10.1371/journal.pone.0052338,1,Patrick J Atkinson,PJA,1,1,1,0,1
10.1371/journal.pone.0052338,2,Andrew K Wise,AKW,1,1,1,0,1
10.1371/journal.pone.0052338,4,Bryony A Nayagam,BAN,1,0,1,0,1
10.1371/journal.pone.0052338,,,SJO,1,0,0,0,1
10.1371/journal.pone.0052338,7,Robert K Shepherd,RKS,1,0,0,0,1
10.1371/journal.pone.0052338,8,Rachael T Richardson,RTR,1,0,1,0,1
10.1371/journal.pone.0052338,3,Brianna O Flynn,BOF,0,1,0,0,1
10.1371/journal.pone.0052338,5,Clifford R Hume,CRH,0,1,0,1,0
10.1371/journal.pone.0020949,1,Lei Gao,LG,1,1,1,0,1
10.1371/journal.pone.0020949,2,Hua Dai,HD,0,1,1,0,0
10.1371/journal.pone.0020949,3,Tong-Liang Zhang,T-LZ,0,1,1,0,0
10.1371/journal.pone.0020949,4,Kuo-Chen Chou,K-CC,0,0,0,0,1
10.1371/journal.pone.0009553,1,Allan C Dobbins,ACD,1,1,1,0,1
10.1371/journal.pone.0009553,2,Jon K Grossmann,JKG,1,1,1,0,1
10.1371/journal.ppat.1002010,,,"SACG,",1,1,1,1,1
10.1371/journal.ppat.1002010,,,"JWM,",1,0,0,0,1
10.1371/journal.ppat.1002010,,,"HCL,",1,1,1,0,1
10.1371/journal.ppat.1002010,,,"RWJ,",1,0,0,0,0
10.1371/journal.ppat.1002010,6,Dawn L Arnold,DLA,1,0,1,0,0
10.1371/journal.ppat.1002010,,,"DSC,",0,1,0,0,0
10.1371/journal.ppat.1002010,3,John W Mansfield,JWM,0,1,0,1,0
10.1371/journal.ppat.1002010,,,"DLA,",0,0,0,1,1
10.1371/journal.ppat.1002010,5,Robert W Jackson,RWJ,0,0,0,0,1
10.1371/journal.pone.0046710,1,Mingxia Sun,MS,0,1,1,0,1
10.1371/journal.pone.0046710,5,Yongmei Zheng,YZ,0,1,1,0,0
10.1371/journal.pone.0046710,2,Aiping Liang,AL,0,0,1,1,1
10.1371/journal.pone.0046710,3,Gregory S Watson,GSW,0,0,1,0,1
10.1371/journal.pone.0046710,4,Jolanta A Watson,JAW,0,0,1,0,1
10.1371/journal.pone.0046710,6,Lei Jiang,LJ,0,0,1,1,0
10.1371/journal.pone.0018138,1,Crystal M Cordes,CMC,1,1,1,0,1
10.1371/journal.pone.0018138,2,Robert G Bennett,RGB,1,0,1,0,1
10.1371/journal.pone.0018138,4,Frederick G Hamel,FGH,1,1,1,0,1
10.1371/journal.pone.0018138,3,Gerri L Siford,GLS,0,1,1,0,1
10.1371/journal.pone.0020950,9,Wenrui Chang,WC,1,0,0,0,1
10.1371/journal.pone.0020950,8,Zhuanhua Wang,ZW,1,0,0,0,0
10.1371/journal.pone.0020950,1,Longfei Wang,LW,0,1,1,0,1
10.1371/journal.pone.0020950,2,Fei Zhao,FZ,0,1,0,0,0
10.1371/journal.pone.0020950,3,Mei Li,ML,0,0,1,0,0
10.1371/journal.pone.0020950,4,Hongmei Zhang,HZ,0,0,0,1,0
10.1371/journal.pone.0020950,5,Yu Gao,YG,0,0,0,1,0
10.1371/journal.pone.0020950,6,Peng Cao,PC,0,0,0,1,0
10.1371/journal.pone.0020950,7,Xiaowei Pan,XP,0,0,0,1,0
10.1371/journal.pone.0009557,,,WGD,1,1,1,0,1
10.1371/journal.pone.0009557,2,Bo Zhao,BZ,0,1,0,0,0
10.1371/journal.pone.0009557,3,Richard Shine,RS,0,0,0,0,1
10.1371/journal.pone.0018137,1,Farhan Rizvi,FR,1,1,1,0,1
10.1371/journal.pone.0018137,,,WJO,1,0,1,0,0
10.1371/journal.pone.0018137,2,Tom Heimann,TH,0,1,0,0,0
10.1371/journal.pone.0018137,3,Anja Herrnreiter,AH,0,1,0,0,0
10.1371/journal.pone.0009552,1,Abdul Wakeel,AW,1,1,1,1,1
10.1371/journal.pone.0009552,,,JWM,1,0,1,1,1
10.1371/journal.pone.0009552,2,Xiaofeng Zhang,XZ,0,0,0,1,0
10.1371/journal.pone.0012408,1,Maria Isabel Veiga,MIV,1,1,1,0,1
10.1371/journal.pone.0012408,2,Pedro Eduardo Ferreira,PEF,1,1,1,0,1
10.1371/journal.pone.0012408,,,UER,1,0,1,0,1
10.1371/journal.pone.0012408,5,Anders Björkman,AB,1,0,0,1,1
10.1371/journal.pone.0012408,7,José Pedro Gil,JPG,1,1,1,1,1
10.1371/journal.pone.0012408,3,Berit Aydin Schmidt,BAS,0,1,0,0,0
10.1371/journal.pone.0012408,6,Ales Tichopad,AT,0,0,1,0,1
10.1371/journal.pone.0052327,7,Mark S Galinski,MSG,1,0,1,0,1
10.1371/journal.pone.0052327,1,Weiguo Zhai,WZ,0,1,1,0,1
10.1371/journal.pone.0052327,2,Dan Ning Zhang,DNZ,0,1,1,1,0
10.1371/journal.pone.0052327,3,Cecilia Mai,CM,0,1,0,1,0
10.1371/journal.pone.0052327,4,Justin Choy,JC,0,1,0,1,0
10.1371/journal.pone.0052327,5,Gary Jian,GJ,0,1,0,1,0
10.1371/journal.pone.0052327,6,Kuldip Sra,KS,0,0,0,1,0
10.1371/journal.pone.0003827,1,Glen John Mcintyre,GJM,1,1,1,0,1
10.1371/journal.pone.0003827,2,Jennifer Lynne Groneman,JLG,0,1,0,0,0
10.1371/journal.pone.0003827,3,Anna Tran,AT,0,1,0,0,0
10.1371/journal.pone.0003827,4,Tanya Lynn Applegate,TLA,0,0,1,0,0
10.1371/journal.pone.0018131,1,Abubaker A A Almabruk,AAAA,1,1,1,0,1
10.1371/journal.pone.0018131,,,KP,1,0,1,0,1
10.1371/journal.pone.0018131,4,Timothy R Jordan,TRJ,1,0,0,0,1
10.1371/journal.pone.0018131,3,Victoria McGowan,VMG,0,1,1,0,0
10.1371/journal.pone.0015490,5,Jonathan Codd,JC,1,1,0,1,1
10.1371/journal.pone.0015490,1,John Lees,JL,0,1,1,0,1
10.1371/journal.pone.0015490,2,Robert Nudds,RN,0,1,1,0,1
10.1371/journal.pone.0015490,,,KAS,0,0,0,1,1
10.1371/journal.pone.0015490,,,LP,0,0,0,1,1
10.1371/journal.pone.0038216,1,Anokhi Ali Khan,AAK,1,1,1,1,1
10.1371/journal.pone.0038216,2,Alina Rodriguez,AR,1,1,0,0,1
10.1371/journal.pone.0038216,,,MRJ,1,1,0,0,1
10.1371/journal.pone.0038216,4,Marika Kaakinen,MK,0,0,0,1,0
10.1371/journal.pone.0035266,,,WCL,1,1,0,0,1
10.1371/journal.pone.0035266,,,CPL,1,0,1,0,0
10.1371/journal.pone.0035266,,,YFC,1,0,0,0,0
10.1371/journal.pone.0035266,,,TWH,0,1,1,0,1
10.1371/journal.pone.0035266,2,Changwei W Wu,CWW,0,1,0,0,0
10.1371/journal.pone.0035266,,,HLC,0,1,0,0,0
10.1371/journal.pone.0035266,,,CHL,0,1,0,0,0
10.1371/journal.pone.0035266,,,KHC,0,0,0,1,0
10.1371/journal.pone.0009533,,,PLS,1,1,1,0,1
10.1371/journal.pone.0009533,2,Cynthia Lucero,CL,1,0,1,0,1
10.1371/journal.pone.0009533,3,Gina Oda,GO,1,0,1,0,1
10.1371/journal.pone.0009533,5,Mark Holodniy,MH,1,0,1,0,1
10.1371/journal.pone.0009533,4,Jessica Lopez,JL,0,0,0,0,1
10.1371/journal.pone.0046700,1,Yuk Yee Leung,YYL,1,1,1,1,1
10.1371/journal.pone.0046700,2,Chun Qi Chang,CQC,1,0,0,0,1
10.1371/journal.pone.0046700,3,Yeung Sam Hung,YSH,1,0,0,0,1
10.1371/journal.pone.0040978,8,Bt Hj Idrus Ruszymah,BHIR,1,0,1,0,0
10.1371/journal.pone.0040978,1,Wan Tai Seet,WTS,0,1,1,0,0
10.1371/journal.pone.0040978,2,Manira Maarof,MM,0,1,1,0,0
10.1371/journal.pone.0040978,3,Khairoji Khairul Anuar,KKA,0,1,0,0,0
10.1371/journal.pone.0040978,5,Abdul Wahab Ahmad Irfan,AWAI,0,1,0,0,0
10.1371/journal.pone.0040978,,,KHC,0,1,1,0,0
10.1371/journal.pone.0060789,1,Laura Warman,LW,1,1,1,0,1
10.1371/journal.pone.0060789,,,MB,1,1,0,0,1
10.1371/journal.pone.0060789,,,AM,1,0,0,0,1
10.1371/journal.pntd.0000330,2,Christoph Grunau,CG,1,0,1,0,0
10.1371/journal.pntd.0000330,10,Guillaume Mitta,GM,1,1,1,0,1
10.1371/journal.pntd.0000330,1,Emmanuel Roger,ER,0,1,1,0,0
10.1371/journal.pntd.0000330,4,Hirohisa Hirai,HH,0,1,0,1,0
10.1371/journal.pntd.0000330,5,Benjamin Gourbal,BG,0,1,0,0,0
10.1371/journal.pntd.0000330,6,Richard Galinier,RG,0,1,0,0,0
10.1371/journal.pntd.0000330,9,Céline Cosseau,CC,0,1,0,1,0
10.1371/journal.pntd.0000330,3,Raymond J Pierce,RJP,0,0,1,1,0
10.1371/journal.pntd.0000330,7,Rémi Emans,RE,0,0,0,1,0
10.1371/journal.pntd.0000330,8,Italo M Cesari,IMC,0,0,0,1,0
10.1371/journal.pone.0041008,8,Norberto D Iusem,NDI,1,0,1,0,1
10.1371/journal.pone.0041008,7,José M Estévez,JME,1,0,1,0,0
10.1371/journal.pone.0041008,1,Martiniano M Ricardi,MMR,1,1,0,0,1
10.1371/journal.pone.0041008,,,FG,0,1,0,0,0
10.1371/journal.pone.0041008,3,Rodrigo M González,RMG,0,1,0,0,0
10.1371/journal.pone.0041008,4,Hernán P Burrieza,HPB,0,1,0,0,0
10.1371/journal.pone.0041008,,,MPLF,0,1,0,0,0
10.1371/journal.pone.0041008,,,EAJE,0,0,0,1,0
10.1371/journal.pone.0001065,1,Hiroshi Akashi,HA,1,0,1,0,1
10.1371/journal.pone.0001065,2,Piyush Goel,PG,1,0,1,0,0
10.1371/journal.pone.0046696,1,István Vadász,IV,1,1,1,0,1
10.1371/journal.pone.0046696,2,Laura A Dada,LAD,1,1,1,0,1
10.1371/journal.pone.0046696,13,Yosef Gruenbaum,YG,1,0,1,0,1
10.1371/journal.pone.0046696,14,Jacob I Sznajder,JIS,1,0,1,0,1
10.1371/journal.pone.0046696,3,Arturo Briva,AB,0,1,0,0,0
10.1371/journal.pone.0046696,4,Iiro Taneli Helenius,ITH,0,1,0,0,0
10.1371/journal.pone.0046696,5,Kfir Sharabi,KS,0,1,0,0,0
10.1371/journal.pone.0046696,6,Lynn C Welch,LCW,0,1,0,0,0
10.1371/journal.pone.0046696,7,Aileen M Kelly,AMK,0,1,0,0,0
10.1371/journal.pone.0046696,,,BG,0,1,0,0,0
10.1371/journal.pone.0046696,9,G R Scott Budinger,GRSB,0,0,0,1,0
10.1371/journal.pone.0046696,10,Jing Liu,JL,0,0,0,1,0
10.1371/journal.pone.0046696,11,Werner Seeger,WS,0,0,0,1,0
10.1371/journal.pone.0046696,12,Greg J Beitel,GJB,0,0,0,1,1
10.1371/journal.pone.0012405,1,David B Rosen,DBR,1,1,1,0,1
10.1371/journal.pone.0012405,3,Todd Covey,TC,1,1,0,0,0
10.1371/journal.pone.0012405,,,YWH,1,1,0,0,0
10.1371/journal.pone.0012405,5,Garry P Nolan,GPN,1,0,1,0,1
10.1371/journal.pone.0012405,,,WF,1,0,1,0,1
10.1371/journal.pone.0012405,2,Santosh Putta,SP,0,0,1,0,1
10.1371/journal.pone.0012405,6,Alessandra Cesano,AC,0,0,1,0,1
10.1371/journal.pone.0012405,,,MM,0,0,0,1,1
10.1371/journal.pone.0035260,,,VGR,1,0,1,1,1
10.1371/journal.pone.0035260,1,Prashanthi Vandrangi,PV,1,1,1,0,1
10.1371/journal.pone.0035260,2,Martha Sosa,MS,0,1,0,0,0
10.1371/journal.pone.0035260,,,JS,0,0,0,1,0
10.1371/journal.pone.0003843,1,Constantin T Yiannoutsos,CTY,1,0,1,0,1
10.1371/journal.pone.0003843,7,Daniel Ochieng,DO,1,1,0,0,1
10.1371/journal.pone.0003843,8,Jeffrey N Martin,JNM,1,0,0,0,1
10.1371/journal.pone.0003843,10,Vincent Ochieng,VO,1,1,0,0,1
10.1371/journal.pone.0003843,11,Sylvester Kimaiyo,SK,1,1,0,0,1
10.1371/journal.pone.0003843,,,KKWK,0,1,0,0,1
10.1371/journal.pone.0003843,,,MWA,0,0,1,1,1
10.1371/journal.pone.0003843,3,Constantine E Frangakis,CEF,0,0,1,1,1
10.1371/journal.pone.0003843,4,Beverly S Musick,BSM,0,0,0,1,1
10.1371/journal.pone.0003843,5,Paula Braitstein,PB,0,0,0,0,1
10.1371/journal.pone.0003843,9,Melanie C Bacon,MCB,0,0,0,0,1
10.1371/journal.pone.0003841,,,YiL,1,1,1,0,1
10.1371/journal.pone.0003841,3,Gavin S Dawe,GSD,1,0,0,1,1
10.1371/journal.pone.0003841,4,Li Zeng,LZ,1,0,1,0,0
10.1371/journal.pone.0003841,7,Thomas Tilling,TT,1,0,0,1,0
10.1371/journal.pone.0003841,9,Melitta Schachner,MS,1,0,0,1,1
10.1371/journal.pone.0003841,,,ZCX,1,0,1,1,1
10.1371/journal.pone.0003841,,,GzW,0,1,1,0,0
10.1371/journal.pone.0003841,6,Gabriele Loers,GL,0,1,0,0,1
10.1371/journal.pone.0003841,8,Li Sun,LS,0,1,1,1,0
10.1371/journal.pone.0003841,,,SsC,0,0,0,1,0
10.1371/journal.pone.0046709,1,Arundhati Ray,AR,1,1,1,0,1
10.1371/journal.pone.0046709,12,Simon N Willis,SNW,1,1,1,0,1
10.1371/journal.pone.0046709,3,Elizabeth M Bradshaw,EMB,1,1,1,0,1
10.1371/journal.pone.0046709,9,Hidde L Ploegh,HLP,1,0,1,0,0
10.1371/journal.pone.0046709,,,KCO,1,1,1,0,1
10.1371/journal.pone.0046709,10,Eric Spooner,ES,0,1,1,0,0
10.1371/journal.pone.0046709,8,Richard J Nowak,RJN,0,0,0,1,0
10.1371/journal.pone.0046709,6,Jonathan M Goldstein,JMG,0,0,0,1,0
10.1371/journal.pone.0046709,11,Qian Wu,QW,0,0,0,1,0
10.1371/journal.pone.0046709,4,Kevin J Felice,KJF,0,0,0,1,0
10.1371/journal.pone.0046709,7,Ingrid E Lundberg,IEL,0,0,0,1,1
10.1371/journal.pone.0046709,,,DBD,0,0,0,1,0
10.1371/journal.pone.0046709,2,Anthony A Amato,AAA,0,0,0,1,0
10.1371/journal.pone.0001071,,,FOliver,1,1,1,1,1
10.1371/journal.pone.0001071,,,FO'Valle,1,1,1,0,0
10.1371/journal.pone.0001071,,,EG,1,1,1,0,0
10.1371/journal.pone.0001071,6,Mario Delgado,MD,1,1,1,1,1
10.1371/journal.pone.0001071,,,RM,1,1,0,0,0
10.1371/journal.pone.0001071,,,RA,0,1,0,0,0
10.1371/journal.pone.0001071,5,Carmen Conde,CC,0,0,1,1,0
10.1371/journal.pone.0006658,1,Hidekazu Kuwayama,HK,1,1,1,0,1
10.1371/journal.pone.0006658,2,Yuzuru Kubohara,YK,1,1,1,0,1
10.1371/journal.pone.0000985,1,Suresh Gopalan,SG,1,1,1,1,1
10.1371/journal.pntd.0000276,2,Sally E Findley,SEF,1,0,0,0,0
10.1371/journal.pntd.0000276,3,Seydou Doumbia,SD,1,0,0,0,0
10.1371/journal.pntd.0000276,1,Daniel C Medina,DCM,0,0,1,0,1
10.1371/journal.pntd.0000269,1,Yong Yin,YY,1,0,1,1,1
10.1371/journal.pntd.0000269,6,Richard K Wilson,RKW,1,0,0,0,1
10.1371/journal.pntd.0000269,8,Makedonka Mitreva,MM,1,0,1,0,1
10.1371/journal.pntd.0000269,2,John Martin,JM,0,0,1,1,0
10.1371/journal.pntd.0000269,3,Sahar Abubucker,SA,0,0,1,1,0
10.1371/journal.pntd.0000269,4,Alan L Scott,ALS,0,0,0,1,1
10.1371/journal.pntd.0000269,,,JPM,0,0,0,1,1
10.1371/journal.pntd.0000269,,,DJ,0,0,0,1,1
10.1371/journal.pone.0026857,1,Sanjay K Mohanty,SKM,1,1,1,1,1
10.1371/journal.pone.0006612,1,Indrani Rajan,IR,1,1,1,1,1
10.1371/journal.pone.0006612,2,Katerina V Savelieva,KVS,1,1,1,1,1
10.1371/journal.pone.0006612,,,GLY,1,1,1,1,1
10.1371/journal.pone.0006612,7,Thomas H Lanthorn,THL,1,0,0,1,1
10.1371/journal.pone.0006612,8,Wandong Zhang,WZ,1,0,1,1,1
10.1371/journal.pone.0006612,,,CyW,0,1,1,0,0
10.1371/journal.pone.0006612,,,MM,0,1,1,0,0
10.1371/journal.pone.0006612,6,Carl Friddle,CF,0,0,0,1,1
10.1371/journal.pone.0000979,1,Mizuki Azuma,MA,1,1,1,1,1
10.1371/journal.pone.0000979,,,DH,1,0,1,0,1
10.1371/journal.pone.0000979,,,LE,0,1,0,1,1
10.1371/journal.pone.0000979,3,Hatem Sabaawy,HS,0,0,0,1,0
10.1371/journal.pone.0000983,2,Soumitra Ghosh,SG,1,0,0,0,1
10.1371/journal.pone.0000983,3,Xujing Wang,XW,1,0,1,0,1
10.1371/journal.pone.0000983,1,Aparna Nittala,AN,1,0,1,1,1
10.1371/journal.pone.0012378,1,Carine R Lussier,CRL,1,1,1,0,1
10.1371/journal.pone.0012378,2,François Brial,FB,1,1,1,1,1
10.1371/journal.pone.0012378,,,SAR,0,1,0,0,0
10.1371/journal.pone.0012378,,,MJL,0,1,0,0,0
10.1371/journal.pone.0012378,5,Elena F Verdu,EFV,0,0,1,1,0
10.1371/journal.pone.0012378,6,Nathalie Rivard,NR,0,0,1,1,0
10.1371/journal.pone.0012378,7,Nathalie Perreault,NP,0,0,1,1,0
10.1371/journal.pone.0000990,2,Dominik Wodarz,DW,0,0,0,0,1
10.1371/journal.pone.0000990,,,NK,0,0,0,0,1
10.1371/journal.pone.0000988,,,EM,1,0,0,0,1
10.1371/journal.pone.0000988,1,Insuk Lee,IL,1,1,1,0,1
