DOI,Author Position,Author Name,Initials,Conceived and designed the experiments,Performed the experiments,Analyzed the data,Contributed reagents/materials/analysis tools,Wrote the paper
10.1371/journal.pone.0008705,,,HLT,1,1,1,1,1
10.1371/journal.pone.0008705,9,Simon Williams,SW,1,1,1,1,1
10.1371/journal.pone.0008705,10,Keryn J Christiansen,KJC,1,0,1,0,1
10.1371/journal.pone.0008705,11,David W Smith,DWS,1,0,1,0,1
10.1371/journal.pone.0045898,18,Yuelong Shu,YS,1,0,0,0,0
10.1371/journal.pone.0045898,17,Shiwen Wang,SW,1,0,0,0,0
10.1371/journal.pone.0045898,1,Lei Yan,LY,1,1,1,0,1
10.1371/journal.pone.0045898,2,Yan Gao,YG,1,1,1,0,1
10.1371/journal.pone.0045898,14,Dingming Wang,DW,0,1,0,0,0
10.1371/journal.pone.0045898,15,Xianjun Wang,XW,0,1,0,0,0
10.1371/journal.pone.0045898,5,Liqi Liu,LL,0,1,0,1,0
10.1371/journal.pone.0045898,,,Ye,0,1,0,1,0
10.1371/journal.pone.0045898,,,Zhang,0,1,1,1,1
10.1371/journal.pone.0045898,,,Yong,0,0,1,0,1
10.1371/journal.pone.0045898,7,Leying Wen,LW,0,0,0,1,0
10.1371/journal.pone.0045898,8,Wei Wang,WW,0,0,0,1,0
10.1371/journal.pone.0045898,9,Xiaodan Li,XL,0,0,0,1,0
10.1371/journal.pone.0045898,10,Ying Hu,YH,0,0,0,1,0
10.1371/journal.pone.0045898,11,Tian Bai,TB,0,0,0,1,0
10.1371/journal.pone.0045898,12,Min Wang,MW,0,0,0,1,0
10.1371/journal.pone.0045898,,,Y,0,0,0,1,0
10.1371/journal.pone.0045898,4,Michael Tildesley,MT,0,0,0,0,1
10.1371/journal.pone.0028783,1,Christopher J Sampson,CJS,1,1,1,0,1
10.1371/journal.pone.0028783,2,Michael J Williams,MJW,1,0,1,1,1
10.1371/journal.pone.0065753,4,Bo-Heng Zhang,B-HZ,1,0,0,0,0
10.1371/journal.pone.0065753,1,Su-Su Zheng,S-SZ,0,0,1,0,1
10.1371/journal.pone.0065753,2,Xiao-Hong Chen,X-HC,0,0,0,0,1
10.1371/journal.pone.0045896,1,Jan Opfer,JO,1,1,1,0,1
10.1371/journal.pone.0045896,,,KEG,1,0,1,0,1
10.1371/journal.pone.0065754,7,Bo Hu,BH,1,1,1,0,1
10.1371/journal.pone.0065754,1,Yan Huang,YH,1,1,1,1,1
10.1371/journal.pone.0065754,,,Man,1,1,0,1,0
10.1371/journal.pone.0065754,,,Li,1,1,0,1,0
10.1371/journal.pone.0065754,,,Min,0,1,0,0,0
10.1371/journal.pone.0065754,,,YPX,0,1,0,0,0
10.1371/journal.pone.0065754,6,Ling Mao,LM,0,1,0,0,0
10.1371/journal.pone.0023046,10,Huijian Wu,HW,1,0,0,0,1
10.1371/journal.pone.0023046,1,Yongde Hong,YH,0,1,1,1,0
10.1371/journal.pone.0023046,2,Xinrong Xing,XX,0,1,1,1,0
10.1371/journal.pone.0023046,3,Shujing Li,SL,0,0,0,1,0
10.1371/journal.pone.0023046,4,Hailian Bi,HB,0,0,0,1,0
10.1371/journal.pone.0023046,5,Chunhua Yang,CY,0,0,0,1,0
10.1371/journal.pone.0023046,6,Feng Zhao,FZ,0,0,0,1,0
10.1371/journal.pone.0023046,7,Ying Liu,YL,0,0,0,1,0
10.1371/journal.pone.0023046,8,Xiang Ao,XA,0,0,0,1,0
10.1371/journal.pone.0023046,9,Alan K Chang,AKC,0,0,0,1,0
10.1371/journal.pone.0028790,1,Jingchun Chen,JC,1,1,1,0,1
10.1371/journal.pone.0028790,2,Darlene H Brunzell,DHB,1,0,1,1,0
10.1371/journal.pone.0028790,21,Xiangning Chen,XC,1,0,1,1,1
10.1371/journal.pone.0028790,3,Kia Jackson,KJ,0,1,0,0,0
10.1371/journal.pone.0028790,,,AvdV,0,1,0,0,0
10.1371/journal.pone.0028790,5,Jennie Z Ma,JZM,0,0,1,0,0
10.1371/journal.pone.0028790,6,Thomas J Payne,TJP,0,0,1,0,0
10.1371/journal.pone.0028790,7,Richard Sherva,RS,0,0,1,0,0
10.1371/journal.pone.0028790,8,Lindsay A Farrer,LAF,0,0,1,0,0
10.1371/journal.pone.0028790,9,Pablo Gejman,PG,0,0,1,0,0
10.1371/journal.pone.0028790,10,Douglas F Levinson,DFL,0,0,1,0,0
10.1371/journal.pone.0028790,11,Peter Holmans,PH,0,0,1,0,0
10.1371/journal.pone.0028790,,,SA,0,0,1,0,0
10.1371/journal.pone.0028790,14,Po-Hsiu Kuo,P-HK,0,0,1,0,0
10.1371/journal.pone.0028790,15,Bradley T Webb,BTW,0,0,1,0,0
10.1371/journal.pone.0028790,16,Raymond Anton,RA,0,0,1,0,0
10.1371/journal.pone.0028790,17,Henry R Kranzler,HRK,0,0,1,0,0
10.1371/journal.pone.0028790,18,Joel Gelernter,JG,0,0,1,0,0
10.1371/journal.pone.0028790,19,Ming D Li,MDL,0,0,1,0,0
10.1371/journal.pone.0028790,13,Imad Damaj,ID,0,0,0,1,0
10.1371/journal.pone.0028790,,,DB,0,0,0,0,1
10.1371/journal.pone.0040081,5,Morten Asser Karsdal,MAK,1,0,0,1,0
10.1371/journal.pone.0040081,,,ACBJ,1,0,1,0,1
10.1371/journal.pone.0040081,,,PCA,0,1,1,0,1
10.1371/journal.pone.0040081,2,Kim Vietz Andreassen,KVA,0,1,0,0,0
10.1371/journal.pone.0040081,3,Kim Henriksen,KH,0,1,0,0,0
10.1371/journal.pone.0040081,4,Yadong Li,YL,0,1,0,0,0
10.1371/journal.pone.0017264,,,Adriano,1,0,0,0,0
10.1371/journal.pone.0017264,,,Falorni,1,0,1,0,0
10.1371/journal.pone.0017264,1,Giuseppe Murdolo,GM,0,1,1,1,1
10.1371/journal.pone.0017264,2,Bettina Nowotny,BN,0,1,1,1,0
10.1371/journal.pone.0017264,3,Federica Celi,FC,0,1,0,0,0
10.1371/journal.pone.0017264,5,Vittorio Bini,VB,0,1,1,1,0
10.1371/journal.pone.0017264,6,Francesco Papi,FP,0,1,0,1,0
10.1371/journal.pone.0017264,7,Gabi Gornitzka,GG,0,1,0,1,0
10.1371/journal.pone.0017264,8,Serena Castellani,SC,0,1,0,0,0
10.1371/journal.pone.0017264,11,Christian Herder,CH,0,1,1,1,1
10.1371/journal.pone.0017264,9,Michael Roden,MR,0,0,1,0,0
10.1371/journal.pone.0017264,,,Alberto,0,0,1,0,0
10.1371/journal.pone.0017264,4,Miranda Donati,MD,0,0,0,1,0
10.1371/journal.pone.0034428,1,Puja R Myles,PRM,1,1,1,1,1
10.1371/journal.pone.0034428,,,JSNVT,1,1,1,1,1
10.1371/journal.pone.0034428,11,Barbara Bannister,BB,1,1,1,1,1
10.1371/journal.pone.0034428,12,Malcolm G Semple,MGS,1,1,1,1,1
10.1371/journal.pone.0034428,3,Wei Shen Lim,WSL,0,1,1,1,1
10.1371/journal.pone.0034428,4,Karl G Nicholson,KGN,0,1,0,1,1
10.1371/journal.pone.0034428,5,Stephen J Brett,SJB,0,1,0,1,1
10.1371/journal.pone.0034428,6,Joanne E Enstone,JEE,0,1,0,1,1
10.1371/journal.pone.0034428,,,JM,0,1,0,1,1
10.1371/journal.pone.0034428,8,Peter J M Openshaw,PJMO,0,1,0,1,1
10.1371/journal.pone.0034428,9,Robert C Read,RCR,0,1,0,1,1
10.1371/journal.pone.0034428,10,Bruce L Taylor,BLT,0,1,0,1,1
10.1371/journal.pone.0045895,1,Denis Ostapenko,DO,1,1,1,1,1
10.1371/journal.pone.0045895,2,Janet L Burton,JLB,1,1,1,1,1
10.1371/journal.pone.0045895,3,Mark J Solomon,MJS,1,0,1,1,1
10.1371/journal.pone.0014481,1,Nicoletta Corbi,NC,1,1,1,0,1
10.1371/journal.pone.0014481,5,Maria Grazia Di Certo,MGDC,1,1,1,0,0
10.1371/journal.pone.0014481,3,Cinzia Pisani,CP,1,1,1,0,1
10.1371/journal.pone.0014481,2,Enrico Maria Batassa,EMB,0,1,1,0,0
10.1371/journal.pone.0014481,4,Annalisa Onori,AO,0,1,1,0,0
10.1371/journal.pone.0014481,6,Georgios Strimpakos,GS,0,1,1,0,0
10.1371/journal.pone.0014481,7,Maurizio Fanciulli,MF,0,0,1,1,0
10.1371/journal.pone.0014481,8,Elisabetta Mattei,EM,0,0,1,1,0
10.1371/journal.pone.0023042,1,Renata T Souza,RTS,1,1,1,0,1
10.1371/journal.pone.0023042,2,Fábio M Lima,FML,1,1,1,0,0
10.1371/journal.pone.0023042,7,Jeronimo Conceiçao Ruiz,JCR,1,0,1,1,0
10.1371/journal.pone.0023042,,,JFdS,1,0,1,0,1
10.1371/journal.pone.0023042,3,Roberto Moraes Barros,RMB,0,1,0,0,0
10.1371/journal.pone.0023042,4,Danielle R Cortez,DRC,0,1,0,0,0
10.1371/journal.pone.0023042,5,Michele F Santos,MFS,0,1,0,0,0
10.1371/journal.pone.0023042,6,Esteban M Cordero,EMC,0,0,1,0,0
10.1371/journal.pone.0023042,8,Samuel Goldenberg,SG,0,0,1,1,0
10.1371/journal.pone.0023042,9,Marta M G Teixeira,MMGT,0,0,1,1,0
10.1371/journal.pone.0023041,1,Céline H Frère,CHF,1,1,1,0,1
10.1371/journal.pone.0023041,2,Peter J Prentis,PJP,1,0,1,0,1
10.1371/journal.pone.0023041,6,Ian D Godwin,IDG,1,0,0,1,0
10.1371/journal.pone.0023041,4,Agnieszka M Mudge,AMM,0,1,0,1,0
10.1371/journal.pone.0023041,5,Alan Cruickshank,AC,0,0,0,1,0
10.1371/journal.pone.0023041,3,Edward K Gilding,EKG,0,0,0,1,0
10.1371/journal.pone.0048572,1,Gillian N Robb,GNR,1,1,1,0,1
10.1371/journal.pone.0048572,3,Nigel C Bennett,NCB,1,0,0,1,1
10.1371/journal.pone.0048572,2,Stephan Woodborne,SW,0,1,0,1,1
10.1371/journal.pone.0014496,1,Emmanuel A Stamatakis,EAS,1,1,1,0,1
10.1371/journal.pone.0014496,2,Meredith A Shafto,MAS,1,1,1,0,1
10.1371/journal.pone.0014496,3,Guy Williams,GW,1,1,1,0,1
10.1371/journal.pone.0014496,4,Phyllis Tam,PT,1,1,1,0,1
10.1371/journal.pone.0014496,5,Lorraine K Tyler,LKT,1,1,1,0,1
10.1371/journal.pone.0028795,1,Fabienne Girard-Misguich,FG-M,1,1,1,1,1
10.1371/journal.pone.0028795,13,Nancy Guillén,NG,1,0,1,1,0
10.1371/journal.pone.0028795,14,François Meurens,FM,1,1,1,1,1
10.1371/journal.pone.0028795,2,Juliette Cognie,JC,0,1,0,1,0
10.1371/journal.pone.0028795,3,Mario Delgado-Ortega,MD-O,0,1,1,0,0
10.1371/journal.pone.0028795,4,Patricia Berthon,PB,0,1,1,1,0
10.1371/journal.pone.0028795,5,Christelle Rossignol,CR,0,1,1,1,0
10.1371/journal.pone.0028795,7,Sandrine Melo,SM,0,1,0,0,0
10.1371/journal.pone.0028795,8,Timothée Bruel,TB,0,1,1,0,0
10.1371/journal.pone.0028795,9,Roseline Guibon,RG,0,1,1,0,0
10.1371/journal.pone.0028795,11,Pierre Sarradin,PS,0,1,0,1,0
10.1371/journal.pone.0028795,6,Thibaut Larcher,TL,0,0,1,1,0
10.1371/journal.pone.0028795,10,Yan Chérel,YC,0,0,1,1,0
10.1371/journal.pone.0028795,12,Henri Salmon,HS,0,0,1,1,0
10.1371/journal.pone.0026105,1,David D Pollock,DDP,0,1,1,1,1
10.1371/journal.pone.0026105,,,APJdK,0,1,1,0,1
10.1371/journal.pone.0026105,3,Hyunmin Kim,HK,0,1,1,0,0
10.1371/journal.pone.0026105,,,KK,0,0,1,0,0
10.1371/journal.pone.0026105,5,Mair E A Churchill,MEAC,0,0,0,1,0
10.1371/journal.pone.0026105,6,Katerina J Kechris,KJK,0,0,0,0,1
10.1371/journal.pone.0020167,2,Eiichi Hinoi,EH,1,0,0,0,1
10.1371/journal.pone.0020167,9,Yukio Yoneda,YY,1,0,0,1,1
10.1371/journal.pone.0020167,1,Yukari Nakamura,YN,0,1,0,0,1
10.1371/journal.pone.0020167,4,Yoshifumi Takahata,YT,0,1,0,0,0
10.1371/journal.pone.0020167,5,Tomomi Yamamoto,TY,0,1,0,0,0
10.1371/journal.pone.0020167,6,Hiroyuki Fujita,HF,0,1,0,0,0
10.1371/journal.pone.0020167,7,Saya Takada,ST,0,1,0,0,0
10.1371/journal.pone.0020167,8,Syota Hashizume,SH,0,1,0,0,0
10.1371/journal.pone.0020167,3,Takeshi Takarada,TT,0,0,1,0,0
10.1371/journal.pone.0017318,1,Oscar Sacchi,OS,1,1,0,1,1
10.1371/journal.pone.0017318,4,Riccardo Fesce,RF,1,0,1,1,1
10.1371/journal.pone.0017318,2,Maria Lisa Rossi,MLR,0,1,1,1,1
10.1371/journal.pone.0017318,3,Rita Canella,RC,0,1,1,0,0
10.1371/journal.pone.0054293,6,Anthony R Richardson,ARR,1,0,1,0,1
10.1371/journal.pone.0054293,1,Adrianne K Crooke,AKC,1,1,1,0,0
10.1371/journal.pone.0054293,2,James R Fuller,JRF,1,1,1,0,0
10.1371/journal.pone.0054293,3,Markus W Obrist,MWO,1,1,1,0,0
10.1371/journal.pone.0054293,4,Sarah E Tomkovich,SET,0,1,0,0,0
10.1371/journal.pone.0054293,5,Nicholas P Vitko,NPV,0,1,0,0,0
10.1371/journal.pone.0045879,1,Shiri Stempler,SS,1,1,1,0,1
10.1371/journal.pone.0045879,2,Eytan Ruppin,ER,1,0,0,0,1
10.1371/journal.pone.0065846,1,Tuula Oksanen,TO,1,1,1,0,1
10.1371/journal.pone.0065846,2,Ichiro Kawachi,IK,1,0,0,0,0
10.1371/journal.pone.0065846,7,Jaana Pentti,JP,1,0,0,0,0
10.1371/journal.pone.0037499,2,Sohan Singh Hayreh,SSH,1,1,0,1,1
10.1371/journal.pone.0037499,1,Jost B Jonas,JBJ,1,1,1,1,1
10.1371/journal.pone.0037499,3,Yong Tao,YT,0,1,0,0,1
10.1371/journal.pone.0037499,4,Konstantinos I Papastathopoulos,KIP,0,1,0,0,1
10.1371/journal.pone.0037499,5,Florian Rensch,FR,0,1,0,0,1
10.1371/journal.pone.0003134,,,LNL,1,1,1,0,1
10.1371/journal.pone.0003134,,,TA,1,0,1,0,0
10.1371/journal.pone.0003134,,,BCZ,1,0,1,0,0
10.1371/journal.pone.0003134,,,YZZ,1,0,1,0,0
10.1371/journal.pone.0003134,,,AE,0,1,1,1,0
10.1371/journal.pone.0003134,,,JCT,0,0,0,1,0
10.1371/journal.pone.0003134,,,GL,0,0,0,1,0
10.1371/journal.pone.0051540,,,VYG,1,1,1,1,0
10.1371/journal.pone.0051540,,,LH,1,1,1,1,1
10.1371/journal.pone.0051540,3,Federica Castellucci,FC,1,1,1,1,0
10.1371/journal.pone.0051540,4,Dana Branzei,DB,1,1,1,1,0
10.1371/journal.pone.0051540,5,Xiaolan Zhao,XZ,1,1,1,1,1
10.1371/journal.pone.0057412,1,Alan H Daniels,AHD,1,1,1,1,1
10.1371/journal.pone.0057412,2,David J Paller,DJP,1,1,1,1,1
10.1371/journal.pone.0057412,3,Sarath Koruprolu,SK,1,1,1,1,1
10.1371/journal.pone.0057412,4,Mark A Palumbo,MAP,1,0,1,0,1
10.1371/journal.pone.0057412,5,Joseph J Crisco,JJC,1,0,1,1,1
10.1371/journal.pone.0048684,1,Lobna Gaayeb,LG,1,1,1,0,1
10.1371/journal.pone.0048684,,,JBH,1,1,1,0,0
10.1371/journal.pone.0048684,9,Emmanuel Hermann,EH,1,1,1,0,1
10.1371/journal.pone.0048684,8,Franck Remoué,FR,1,0,0,0,0
10.1371/journal.pone.0048684,10,Gilles Riveau,GR,1,0,0,0,0
10.1371/journal.pone.0048684,3,Mamadou O Ndiath,MON,0,1,0,0,0
10.1371/journal.pone.0048684,6,Modou Seck,MS,0,1,0,0,0
10.1371/journal.pone.0048684,,,AMS,0,1,0,0,0
10.1371/journal.pone.0048684,,,ASD,0,0,0,1,0
10.1371/journal.pone.0017407,,,MM,1,1,1,0,1
10.1371/journal.pone.0017407,4,Michael W Beck,MWB,1,0,0,0,0
10.1371/journal.pone.0017407,2,Ellen Hines,EH,1,0,1,0,0
10.1371/journal.pone.0017407,3,Xiaohang Liu,XL,0,0,1,0,0
10.1371/journal.pone.0057416,1,Vishwanath B Chachadi,VBC,1,1,1,1,1
10.1371/journal.pone.0057416,,,PWC,1,0,0,1,1
10.1371/journal.pone.0057416,2,Mohamed F Ali,MFA,0,1,1,0,0
10.1371/journal.pone.0065856,9,Martin Bobak,MB,1,1,0,0,0
10.1371/journal.pone.0065856,,,A,1,1,0,0,1
10.1371/journal.pone.0065856,8,Michael Marmot,MM,0,0,1,0,0
10.1371/journal.pone.0065856,2,Krystyna Szafraniec,KS,0,0,1,0,0
10.1371/journal.pone.0020253,1,Chris Juul Hedegaard,CJH,1,1,1,0,1
10.1371/journal.pone.0020253,2,Christian Enevold,CE,1,1,1,0,1
10.1371/journal.pone.0020253,5,Claus Henrik Nielsen,CHN,1,0,1,1,1
10.1371/journal.pone.0020253,3,Finn Sellebjerg,FS,0,0,0,1,1
10.1371/journal.pone.0020253,4,Klaus Bendtzen,KB,0,0,0,1,1
10.1371/journal.pone.0046017,1,Ying Zhang,YZ,1,1,1,1,1
10.1371/journal.pone.0046017,,,QLF,1,1,0,0,1
10.1371/journal.pone.0046017,,,CML,0,1,1,0,0
10.1371/journal.pone.0046017,,,HPP,0,1,0,0,0
10.1371/journal.pone.0046017,,,JZZ,0,1,0,0,0
10.1371/journal.pone.0020256,1,Mazen Salloum,MS,1,1,1,0,1
10.1371/journal.pone.0020256,,,NvdM-M,1,0,1,0,1
10.1371/journal.pone.0020256,4,Roland Quentin,RQ,1,0,1,0,1
10.1371/journal.pone.0020256,,,ASV-D,0,1,1,1,0
10.1371/journal.pone.0000267,10,Robert Benezra,RB,1,0,1,0,0
10.1371/journal.pone.0000267,,,DS,1,0,1,1,1
10.1371/journal.pone.0000267,,,SS,1,0,1,0,0
10.1371/journal.pone.0000267,,,JJ,1,1,1,0,1
10.1371/journal.pone.0000267,2,Erik Henke,EH,1,1,1,0,0
10.1371/journal.pone.0000267,6,Chad May,CM,1,0,1,0,0
10.1371/journal.pone.0000267,,,BK,0,1,1,0,0
10.1371/journal.pone.0000267,5,Debjit Chattopadhyay,DC,0,1,0,0,0
10.1371/journal.pone.0000267,,,MM,0,0,1,0,0
10.1371/journal.pone.0011740,2,Jeremy A Horst,JAH,1,1,1,0,0
10.1371/journal.pone.0011740,,,MM,1,1,1,0,0
10.1371/journal.pone.0011740,8,Gary L Johnson,GLJ,1,0,0,1,0
10.1371/journal.pone.0011740,9,Sompop Bencharit,SB,1,1,1,1,1
10.1371/journal.pone.0011740,1,Christopher F Dibble,CFD,0,1,1,0,1
10.1371/journal.pone.0011740,4,Kun Park,KP,0,1,0,0,0
10.1371/journal.pone.0011740,,,BRST,0,1,1,0,0
10.1371/journal.pone.0011740,6,Holly Cheeseman,HC,0,1,1,0,0
10.1371/journal.pone.0011740,,,JB,0,1,0,0,0
10.1371/journal.pone.0023177,1,Song Chen,SC,1,1,0,0,0
10.1371/journal.pone.0023177,2,Chunhui Lai,CL,1,1,0,0,0
10.1371/journal.pone.0023177,3,Xiaoxiang Wu,XW,1,1,0,0,0
10.1371/journal.pone.0023177,4,Yaozheng Lu,YL,1,1,0,0,0
10.1371/journal.pone.0023177,6,Weizhong Guo,WG,1,1,0,0,0
10.1371/journal.pone.0023177,5,Daishu Han,DH,1,0,1,0,0
10.1371/journal.pone.0023177,7,Linchun Fu,LF,1,0,1,0,0
10.1371/journal.pone.0023177,,,JMA,1,0,1,0,0
10.1371/journal.pone.0023177,9,Wei Lu,WL,1,0,1,1,1
10.1371/journal.pone.0023177,,,CS,0,0,0,1,1
10.1371/journal.pone.0065864,3,Yuan Lin,YL,1,1,0,0,1
10.1371/journal.pone.0065864,1,Jin Qian,JQ,1,1,1,0,1
10.1371/journal.pone.0065864,4,Weiqiu Chen,WC,1,0,0,0,1
10.1371/journal.pone.0065864,5,Huajian Gao,HG,1,0,0,0,1
10.1371/journal.pone.0065864,2,Haipei Liu,HL,0,1,1,0,0
10.1371/journal.pone.0051564,,,FV,1,0,1,0,1
10.1371/journal.pone.0051564,,,CM,0,0,1,0,1
10.1371/journal.pone.0051564,,,TO,0,0,1,0,1
10.1371/journal.pone.0051564,,,FvO,0,0,1,0,1
10.1371/journal.pone.0051550,,,GRL,1,0,1,0,1
10.1371/journal.pone.0051550,,,MWJ,1,0,0,0,0
10.1371/journal.pone.0051550,,,XHX,0,1,0,0,0
10.1371/journal.pone.0051550,,,HYS,0,1,1,0,0
10.1371/journal.pone.0051550,,,YHZ,0,1,0,0,0
10.1371/journal.pone.0051550,4,Wei Wu,WW,0,1,0,0,0
10.1371/journal.pone.0051550,,,KHC,0,1,0,0,0
10.1371/journal.pone.0051550,6,Yi Liu,YL,0,1,0,0,0
10.1371/journal.pone.0051550,,,CYD,0,0,0,1,0
10.1371/journal.pone.0051550,,,XYY,0,0,0,1,0
10.1371/journal.pone.0026184,1,Simon S F Cheung,SSFC,1,1,1,0,1
10.1371/journal.pone.0026184,6,Amy C Y Lo,ACYL,1,1,1,1,1
10.1371/journal.pone.0026184,7,Sookja K Chung,SKC,1,0,1,1,1
10.1371/journal.pone.0026184,2,Justin W C Leung,JWCL,0,1,0,0,0
10.1371/journal.pone.0026184,3,Amy K M Lam,AKML,0,1,1,0,0
10.1371/journal.pone.0026184,4,Karen S L Lam,KSLL,0,0,1,1,1
10.1371/journal.pone.0026184,5,Stephen S M Chung,SSMC,0,0,1,1,1
10.1371/journal.pone.0040238,1,Daniel W H Ho,DWHH,1,1,1,1,1
10.1371/journal.pone.0040238,2,Maurice K H Yap,MKHY,1,0,0,0,0
10.1371/journal.pone.0040238,5,Shea Ping Yip,SPY,1,0,1,1,1
10.1371/journal.pone.0040238,3,Po Wah Ng,PWN,0,1,0,1,0
10.1371/journal.pone.0040238,4,Wai Yan Fung,WYF,0,1,0,1,0
10.1371/journal.pone.0003139,1,Corrado Di Natale,CDN,1,1,1,0,1
10.1371/journal.pone.0003139,6,Ingemar Lundström,IL,1,0,1,0,1
10.1371/journal.pone.0003139,3,Roberto Paolesse,RP,0,1,0,1,0
10.1371/journal.pone.0003139,2,Eugenio Martinelli,EM,0,0,1,0,0
10.1371/journal.pone.0003139,5,Daniel Filippini,DF,0,0,1,0,1
10.1371/journal.pone.0003139,,,AD,0,0,0,0,1
10.1371/journal.pone.0017402,4,Theresa Mo,TM,1,1,0,0,0
10.1371/journal.pone.0017402,5,Winnie Dong,WD,1,1,0,0,0
10.1371/journal.pone.0017402,8,P Richard Harrigan,PRH,1,1,0,1,0
10.1371/journal.pone.0017402,1,Luke C Swenson,LCS,0,0,1,0,0
10.1371/journal.pone.0017402,2,Graham Pollock,GP,0,0,1,0,0
10.1371/journal.pone.0017402,3,Brian Wynhoven,BW,0,0,1,0,0
10.1371/journal.pone.0017402,6,Robert S Hogg,RSH,0,0,0,1,0
10.1371/journal.pone.0017402,7,Julio S G Montaner,JSGM,0,0,0,1,0
10.1371/journal.pone.0003143,1,Laurent Mereghetti,LM,1,1,1,0,1
10.1371/journal.pone.0003143,2,Izabela Sitkiewicz,IS,1,1,1,0,1
10.1371/journal.pone.0003143,3,Nicole M Green,NMG,1,1,0,0,0
10.1371/journal.pone.0003143,4,James M Musser,JMM,1,0,1,0,1
10.1371/journal.pone.0040242,1,Berthold Hocher,BH,1,0,1,1,1
10.1371/journal.pone.0040242,2,Franz Paul Armbruster,FPA,1,0,1,1,0
10.1371/journal.pone.0040242,3,Stanka Stoeva,SS,1,1,1,1,0
10.1371/journal.pone.0040242,8,Torsten Slowinski,TS,1,0,1,1,0
10.1371/journal.pone.0040242,,,HR,1,0,0,1,0
10.1371/journal.pone.0040242,,,HG,0,1,0,0,0
10.1371/journal.pone.0040242,6,Ina Lieker,IL,0,1,0,0,0
10.1371/journal.pone.0040242,7,Dmytro Khadzhynov,DK,0,1,0,0,0
10.1371/journal.pone.0040242,4,Christoph Reichetzeder,CR,0,0,1,0,0
10.1371/journal.pone.0037508,5,Marijke Bryckaert,MB,1,1,0,0,0
10.1371/journal.pone.0037508,7,Peter J Lenting,PJL,1,0,1,0,1
10.1371/journal.pone.0037508,8,Olivier D Christophe,ODC,1,0,1,0,0
10.1371/journal.pone.0037508,9,Cecile V Denis,CVD,1,1,1,0,1
10.1371/journal.pone.0037508,1,Idinath Badirou,IB,0,1,1,0,1
10.1371/journal.pone.0037508,4,Julie Rayes,JR,0,1,0,0,0
10.1371/journal.pone.0037508,3,Paulette Legendre,PL,0,1,1,0,0
10.1371/journal.pone.0037508,6,Caterina Casari,CC,0,1,0,0,0
10.1371/journal.pone.0037508,2,Mohamad Kurdi,MK,0,1,0,0,0
10.1371/journal.pone.0017403,1,Eike C Schulz,ECS,1,1,1,0,1
10.1371/journal.pone.0017403,2,Anne K Bergfeld,AKB,1,1,1,0,0
10.1371/journal.pone.0017403,3,Ralf Ficner,RF,1,0,1,1,0
10.1371/journal.pone.0017403,4,Martina Mühlenhoff,MM,1,0,1,1,1
10.1371/journal.pone.0048688,1,Bastian Grewe,BG,1,1,1,0,1
10.1371/journal.pone.0048688,5,Sabine Brandt,SB,1,1,1,0,0
10.1371/journal.pone.0048688,,,KÜ,1,0,1,0,1
10.1371/journal.pone.0048688,2,Katrin Ehrhardt,KE,0,1,0,0,0
10.1371/journal.pone.0048688,4,Maik Blissenbach,MB,0,1,0,1,0
10.1371/journal.pone.0048688,3,Bianca Hoffmann,BH,0,0,0,1,1
10.1371/journal.pone.0008790,8,Steven R Goldberg,SRG,1,0,0,0,1
10.1371/journal.pone.0008790,9,Jean Lud Cadet,JLC,1,0,0,0,1
10.1371/journal.pone.0008790,1,Irina N Krasnova,INK,0,1,1,0,1
10.1371/journal.pone.0008790,2,Zuzana Justinova,ZJ,0,1,1,0,1
10.1371/journal.pone.0008790,3,Bruce Ladenheim,BL,0,1,0,1,0
10.1371/journal.pone.0008790,4,Subramaniam Jayanthi,SJ,0,1,1,0,0
10.1371/journal.pone.0008790,,,MTM,0,1,0,0,0
10.1371/journal.pone.0008790,6,Chanel Barnes,CB,0,1,0,0,0
10.1371/journal.pone.0008790,7,John E Warner,JEW,0,1,0,0,0
10.1371/journal.pone.0000252,,,GC,1,0,0,0,0
10.1371/journal.pone.0000252,,,GD,1,0,0,0,1
10.1371/journal.pone.0000252,1,Guangcheng Zhang,GZ,0,1,0,0,0
10.1371/journal.pone.0000252,,,AA,0,1,0,0,0
10.1371/journal.pone.0000252,4,Uwe Beffert,UB,0,1,0,0,0
10.1371/journal.pone.0000252,,,RM,0,0,1,0,0
10.1371/journal.pone.0000252,6,Joachim Herz,JH,0,0,0,1,0
10.1371/journal.pone.0000252,,,AW,0,0,0,1,0
10.1371/journal.pone.0014593,,,AMB,1,1,1,0,1
10.1371/journal.pone.0014593,2,Steven G Gray,SGG,1,1,1,0,1
10.1371/journal.pone.0014593,,,KO,1,0,0,1,0
10.1371/journal.pone.0026174,1,Mattijs Elschot,ME,1,1,1,0,1
10.1371/journal.pone.0026174,2,Johannes Franciscus Wilhelmus Nijsen,JFWN,1,0,0,1,1
10.1371/journal.pone.0026174,,,HWAMdJ,1,1,1,0,1
10.1371/journal.pone.0026174,3,Alida Johanna Dam,AJD,0,1,0,0,1
10.1371/journal.pone.0008779,1,Roland H Stimson,RHS,1,1,1,0,1
10.1371/journal.pone.0008779,2,Gerald E Lobley,GEL,1,1,0,1,1
10.1371/journal.pone.0008779,4,Nicholas M Morton,NMM,1,0,0,0,1
10.1371/journal.pone.0008779,6,Brian R Walker,BRW,1,0,0,1,1
