"","id","role","author"
"1351","10.1371/journal.pone.0066555","Analyzed the data","CJP"
"1352","10.1371/journal.pone.0066555","Contributed reagents/materials/analysis tools","JKL"
"1353","10.1371/journal.pone.0066555","Contributed reagents/materials/analysis tools","MKK"
"1354","10.1371/journal.pone.0066555","Wrote the paper","JKL"
"1355","10.1371/journal.pone.0066555","Wrote the paper","KAS"
"1356","10.1371/journal.pone.0066555","Wrote the paper","CJP"
"1357","10.1371/journal.pone.0060766","Analyzed the data","NB"
"1358","10.1371/journal.pone.0060766","Analyzed the data","AI"
"1359","10.1371/journal.pone.0060766","Contributed reagents/materials/analysis tools","AI"
"1360","10.1371/journal.pone.0060766","Contributed reagents/materials/analysis tools","IP"
"1361","10.1371/journal.pone.0060766","Wrote the paper","NB"
"1362","10.1371/journal.pone.0060766","Wrote the paper","AI"
"1363","10.1371/journal.pone.0060766","Wrote the paper","IP"
"1364","10.1371/journal.pone.0006631","Conceived and designed the experiments","JBL"
"1365","10.1371/journal.pone.0006631","Conceived and designed the experiments","PS"
"1366","10.1371/journal.pone.0006631","Performed the experiments","JBL"
"1367","10.1371/journal.pone.0006631","Performed the experiments","PS"
"1368","10.1371/journal.pone.0006631","Analyzed the data","JBL"
"1369","10.1371/journal.pone.0006631","Analyzed the data","PS"
"1370","10.1371/journal.pone.0006631","Contributed reagents/materials/analysis tools","AB"
"1371","10.1371/journal.pone.0006631","Wrote the paper","JBL"
"1372","10.1371/journal.pone.0006631","Wrote the paper","PS"
"1373","10.1371/journal.pone.0015454","Conceived and designed the experiments","RV"
"1374","10.1371/journal.pone.0015454","Conceived and designed the experiments","HL"
"1375","10.1371/journal.pone.0015454","Conceived and designed the experiments","ABH"
"1376","10.1371/journal.pone.0015454","Performed the experiments","RV"
"1377","10.1371/journal.pone.0015454","Performed the experiments","HL"
"1378","10.1371/journal.pone.0015454","Performed the experiments","EJS"
"1379","10.1371/journal.pone.0015454","Performed the experiments","PB"
"1380","10.1371/journal.pone.0015454","Performed the experiments","JCS"
"1381","10.1371/journal.pone.0015454","Analyzed the data","RV"
"1382","10.1371/journal.pone.0015454","Analyzed the data","JCS"
"1383","10.1371/journal.pone.0015454","Contributed reagents/materials/analysis tools","RV"
"1384","10.1371/journal.pone.0015454","Contributed reagents/materials/analysis tools","JCS"
"1385","10.1371/journal.pone.0015454","Wrote the paper","RV"
"1392","10.1371/journal.pone.0020924","Conceived and designed the experiments","CG"
"1393","10.1371/journal.pone.0020924","Conceived and designed the experiments","GL"
"1394","10.1371/journal.pone.0020924","Performed the experiments","CG"
"1395","10.1371/journal.pone.0020924","Analyzed the data","CG"
"1396","10.1371/journal.pone.0020924","Analyzed the data","FD"
"1397","10.1371/journal.pone.0020924","Analyzed the data","GL"
"1398","10.1371/journal.pone.0020924","Contributed reagents/materials/analysis tools","CE"
"1399","10.1371/journal.pone.0020924","Wrote the paper","FD"
"1400","10.1371/journal.pone.0020924","Wrote the paper","GL"
"1401","10.1371/journal.pone.0006592","Conceived and designed the experiments","JEO"
"1402","10.1371/journal.pone.0006592","Conceived and designed the experiments","KPI"
"1403","10.1371/journal.pone.0006592","Conceived and designed the experiments","TER"
"1404","10.1371/journal.pone.0006592","Performed the experiments","JEO"
"1405","10.1371/journal.pone.0006592","Performed the experiments","KPI"
"1406","10.1371/journal.pone.0006592","Performed the experiments","TER"
"1407","10.1371/journal.pone.0006592","Analyzed the data","JEO"
"1408","10.1371/journal.pone.0006592","Analyzed the data","KPI"
"1409","10.1371/journal.pone.0006592","Analyzed the data","CUM"
"1410","10.1371/journal.pone.0006592","Analyzed the data","TER"
"1411","10.1371/journal.pone.0006592","Wrote the paper","JEO"
"1412","10.1371/journal.pone.0006592","Wrote the paper","TER"
"1413","10.1371/journal.pone.0066554","Conceived and designed the experiments","FMG"
"1414","10.1371/journal.pone.0066554","Conceived and designed the experiments","SVS"
"1415","10.1371/journal.pone.0066554","Conceived and designed the experiments","MHV"
"1416","10.1371/journal.pone.0066554","Conceived and designed the experiments","AMdUE"
"1417","10.1371/journal.pone.0066554","Conceived and designed the experiments","SJFEG"
"1418","10.1371/journal.pone.0066554","Conceived and designed the experiments","AB"
"1419","10.1371/journal.pone.0066554","Conceived and designed the experiments","GF"
"1420","10.1371/journal.pone.0066554","Performed the experiments","FMG"
"1421","10.1371/journal.pone.0066554","Performed the experiments","MHV"
"1422","10.1371/journal.pone.0066554","Performed the experiments","AMdUE"
"1423","10.1371/journal.pone.0066554","Analyzed the data","SVS"
"1424","10.1371/journal.pone.0066554","Analyzed the data","SJFEG"
"1425","10.1371/journal.pone.0066554","Analyzed the data","AB"
"1426","10.1371/journal.pone.0066554","Analyzed the data","GF"
"1427","10.1371/journal.pone.0066554","Wrote the paper","SVS"
"1428","10.1371/journal.pone.0066554","Wrote the paper","AB"
"1429","10.1371/journal.pone.0066554","Wrote the paper","GF"
"1430","10.1371/journal.pone.0063758","Conceived and designed the experiments","YWL"
"1431","10.1371/journal.pone.0063758","Conceived and designed the experiments","AL"
"1432","10.1371/journal.pone.0063758","Conceived and designed the experiments","CGN"
"1433","10.1371/journal.pone.0063758","Conceived and designed the experiments","FB"
"1434","10.1371/journal.pone.0063758","Performed the experiments","YWL"
"1435","10.1371/journal.pone.0063758","Performed the experiments","AL"
"1436","10.1371/journal.pone.0063758","Performed the experiments","VG"
"1437","10.1371/journal.pone.0063758","Performed the experiments","DB"
"1438","10.1371/journal.pone.0063758","Performed the experiments","AC"
"1439","10.1371/journal.pone.0063758","Performed the experiments","CC"
"1440","10.1371/journal.pone.0063758","Analyzed the data","YWL"
"1441","10.1371/journal.pone.0063758","Analyzed the data","AL"
"1442","10.1371/journal.pone.0063758","Contributed reagents/materials/analysis tools","VG"
"1443","10.1371/journal.pone.0063758","Contributed reagents/materials/analysis tools","DB"
"1444","10.1371/journal.pone.0063758","Contributed reagents/materials/analysis tools","AC"
"1445","10.1371/journal.pone.0063758","Contributed reagents/materials/analysis tools","CC"
"1446","10.1371/journal.pone.0063758","Wrote the paper","YWL"
"1447","10.1371/journal.pone.0063758","Wrote the paper","FB"
"1448","10.1371/journal.pone.0063758","Wrote the paper","CGN"
"1449","10.1371/journal.pone.0015415","Conceived and designed the experiments","P"
"1454","10.1371/journal.pone.0055025","Conceived and designed the experiments","RY"
"1455","10.1371/journal.pone.0055025","Performed the experiments","YH"
"1456","10.1371/journal.pone.0055025","Analyzed the data","YH"
"1457","10.1371/journal.pone.0055025","Analyzed the data","RY"
"1458","10.1371/journal.pone.0055025","Contributed reagents/materials/analysis tools","YH"
"1459","10.1371/journal.pone.0055025","Wrote the paper","RY"
"1460","10.1371/journal.pone.0055025","Wrote the paper","YH"
"1461","10.1371/journal.pone.0000958","Conceived and designed the experiments","AS"
"1462","10.1371/journal.pone.0000958","Conceived and designed the experiments","CA"
"1463","10.1371/journal.pone.0000958","Conceived and designed the experiments","CL"
"1464","10.1371/journal.pone.0000958","Performed the experiments","AS"
"1465","10.1371/journal.pone.0000958","Analyzed the data","AS"
"1466","10.1371/journal.pone.0000958","Analyzed the data","CA"
"1467","10.1371/journal.pone.0000958","Analyzed the data","CL"
"1468","10.1371/journal.pone.0000958","Wrote the paper","AS"
"1469","10.1371/journal.pone.0040901","Conceived and designed the experiments","CA"
"1470","10.1371/journal.pone.0040901","Conceived and designed the experiments","MGR"
"1471","10.1371/journal.pone.0040901","Conceived and designed the experiments","LC"
"1472","10.1371/journal.pone.0040901","Conceived and designed the experiments","FM"
"1473","10.1371/journal.pone.0040901","Conceived and designed the experiments","PB"
"1474","10.1371/journal.pone.0040901","Performed the experiments","CA"
"1475","10.1371/journal.pone.0040901","Performed the experiments","MGR"
"1476","10.1371/journal.pone.0040901","Performed the experiments","LC"
"1477","10.1371/journal.pone.0040901","Performed the experiments","PB"
"1478","10.1371/journal.pone.0040901","Performed the experiments","EMS"
"1479","10.1371/journal.pone.0040901","Performed the experiments","LE"
"1480","10.1371/journal.pone.0040901","Performed the experiments","FM"
"1481","10.1371/journal.pone.0040901","Analyzed the data","PB"
"1482","10.1371/journal.pone.0040901","Analyzed the data","MS"
"1483","10.1371/journal.pone.0040901","Analyzed the data","MF"
"1484","10.1371/journal.pone.0040901","Contributed reagents/materials/analysis tools","PB"
"1485","10.1371/journal.pone.0040901","Contributed reagents/materials/analysis tools","MS"
"1486","10.1371/journal.pone.0040901","Contributed reagents/materials/analysis tools","MF"
"1487","10.1371/journal.pone.0040901","Contributed reagents/materials/analysis tools","FM"
"1488","10.1371/journal.pone.0040901","Wrote the paper","PB"
